symbol,curr_id,industry,sector,employees,equity_type,isin,description
TTD,996223,Food & Staples Retailing,Consumer Staples,606,ORD,VN000000TTD8,"Tam Duc Cardiology Hospital Joint Stock Company is a Vietnam-based company primarily engaged in healthcare facilities and services sector. The Company's leading business activity is the operation of Tam Duc cardiology hospital providing diagnostic, surgical, treatment and recovery services for both inpatients and outpatients."
VQC,996113,Commercial Services & Supplies,Industrials,-,ORD,VN000000VQC2,"VINACOMIN QUACONTROL Joint Stock Company (VINACOMIN QUACONTROL VQC) is a Vietnam-based company, which is engaged in the provision of quality appraisal services for coal, petroleum products, petrochemicals and minerals. Besides, the Company partakes in the assessment, maintenance and reparation of technological apparatuses, which are utilized in measurement and analysis activities. VINACOMIN QUACONTROL VQC's regular clients are subsidiaries, affiliates and partners of Vietnam National Coal - Mineral Industries Holding Corporation, which is also its parent company."
FTM,996144,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,800,ORD,VN000000FTM8,"Duc Quan Investment and Development Joint Stock Company is a Vietnam-based company primarily engaged in textiles sector. The Company's leading business activities include the manufacture of cotton yarns, such as carded yarns (CD), combed yarns (CM) and open-end yarns (OE); the milling of yarns on a contract basis; the wholesale of raw materials, and the trading of scraps from its production."
VIR,996112,"Hotels, Restaurants & Leisure",Consumer Discretionary,-,ORD,VN000000VIR7,"Vung Tau Intourco Resort Joint Stock Company is a Vietnam-based company operating in the tourism industry. The Company is engaged in the development and operation of Vung Tau Intourco Resort, which is an integrated system of hotels, full-service restaurants, bars and cafeterias. Regular business activities of the Company also include conference hall leasing and operating, as well as event catering. In order to support its business activities, the Company is involved in the provision of related services for travelers, such as massage, karaoke and travel arrangement services. In addition, the Company partakes in the trading of diversified products, such as cigarettes, fresh seafood, processed seafood, beer, wine, among others."
VHF,996111,Food & Staples Retailing,Consumer Staples,163,ORD,VN000000VHF4,"Vinh Ha Food Processing and Construction Joint Stock Company (VINH HA FOOD JSC) is a Vietnam-based company active in the food processing industry, which offers a wide range of products, such as ground grain, processed poultry and frozen seafood. In order to support the vending of these products, the Company itself is engaged in the manufacture of food packaging. Apart from food processing and trading, the other business activities of the Company include industrial infrastructures constructing and warehouses leasing. Since incorporation, VINH HA FOOD JSC has established and managed a number of factories and trade centers in Vietnam."
VCX,996109,Construction Materials,Materials,50,ORD,VN000000VCX8,"Yen Binh Cement Joint Stock Company is a Vietnam-based company primarily engaged in manufacturing of cement products. The Company’s business activities include manufacturing cement and building materials, quarrying and mining of gravel, stones, sand as well as construction of civil, transportation and irrigation projects. The Company also involves in trading construction equipment, scrap metal and minerals such as limestone, clay, silica sand. The Company has its headquarter office in Yen Bai Province."
TNS,996107,Metals & Mining,Materials,80,ORD,VN000000TNS9,
PTE,996104,Construction Materials,Materials,-,ORD,VN000000PTE4,"Phu Tho Cement Joint Stock Company is a Vietnam-based company, which is engaged in the manufacture and commerce of portland blended cement (PCB), such as PCB 30 and PCB 40. Other regular business activities of the Company include the mining of dimension stone and limestone, the trading of clinkers and cement additives, as well as the wholesaling of various construction materials. Besides, the Company partakes in the local transportation of freight. Phu Tho Cement Joint Stock Company's main markets include Hanoi city, Phu Tho province and other provinces in the northern region."
USC,996108,,,,,,
AMS,996100,Construction & Engineering,Industrials,1000,ORD,VN000000AMS1,"AMECC Mechanical Construction Joint Stock Company (AMECC) is a Vietnam-based company primarily engaged in construction and mechanical engineering sector. Its leading business activities include the manufacture of fabricated structural steels and heavy duty equipment, such as septic tanks, conveyors, furnaces and lifting machinery; the construction and installation of customizable mechanical structures and industrial equipment for hydro power plants, cement factories and airports, among others. The Company is also involved in the provision of engineering services, the transportation of specialized freights, as well as the trading of industrial supplies and materials."
